6.206;[6, 8[;[6, 8[;*
6.21;[6, 8[;[6, 8[;*
6.211;[6, 8[;[6, 8[;*
6.213;[6, 8[;[6, 8[;*
6.214;[6, 8[;[6, 8[;*
6.22;[6, 8[;[6, 8[;*
6.221;[6, 8[;[6, 8[;*
6.223;[6, 8[;[6, 8[;*
6.224;[6, 8[;[6, 8[;*
6.225;[6, 8[;[6, 8[;*
6.226;[6, 8[;[6, 8[;*
6.23;[6, 8[;[6, 8[;*
6.233;[6, 8[;[6, 8[;*
6.236;[6, 8[;[6, 8[;*
6.237;[6, 8[;[6, 8[;*
6.238;[6, 8[;[6, 8[;*
6.239;[6, 8[;[6, 8[;*
6.24;[6, 8[;[6, 8[;*
6.241;[6, 8[;[6, 8[;*
6.242;[6, 8[;[6, 8[;*
6.243;[6, 8[;[6, 8[;*
6.244;[6, 8[;[6, 8[;*
6.247;[6, 8[;[6, 8[;*
6.248;[6, 8[;[6, 8[;*
6.249;[6, 8[;[6, 8[;*
6.252;[6, 8[;[6, 8[;*
6.253;[6, 8[;[6, 8[;*
6.254;[6, 8[;[6, 8[;*
6.255;[6, 8[;[6, 8[;*
6.257;[6, 8[;[6, 8[;*
6.259;[6, 8[;[6, 8[;*
6.26;[6, 8[;[6, 8[;*
6.261;[6, 8[;[6, 8[;*
6.263;[6, 8[;[6, 8[;*
6.265;[6, 8[;[6, 8[;*
6.266;[6, 8[;[6, 8[;*
6.267;[6, 8[;[6, 8[;*
6.269;[6, 8[;[6, 8[;*
6.27;[6, 8[;[6, 8[;*
6.271;[6, 8[;[6, 8[;*
6.272;[6, 8[;[6, 8[;*
6.273;[6, 8[;[6, 8[;*
6.274;[6, 8[;[6, 8[;*
6.275;[6, 8[;[6, 8[;*
6.276;[6, 8[;[6, 8[;*
6.277;[6, 8[;[6, 8[;*
6.278;[6, 8[;[6, 8[;*
6.279;[6, 8[;[6, 8[;*
6.281;[6, 8[;[6, 8[;*
6.282;[6, 8[;[6, 8[;*
6.283;[6, 8[;[6, 8[;*
6.284;[6, 8[;[6, 8[;*
6.285;[6, 8[;[6, 8[;*
6.286;[6, 8[;[6, 8[;*
6.287;[6, 8[;[6, 8[;*
6.289;[6, 8[;[6, 8[;*
6.291;[6, 8[;[6, 8[;*
6.292;[6, 8[;[6, 8[;*
6.294;[6, 8[;[6, 8[;*
6.295;[6, 8[;[6, 8[;*
6.296;[6, 8[;[6, 8[;*
6.297;[6, 8[;[6, 8[;*
6.299;[6, 8[;[6, 8[;*
6.3;[6, 8[;[6, 8[;*
6.308;[6, 8[;[6, 8[;*
6.309;[6, 8[;[6, 8[;*
6.311;[6, 8[;[6, 8[;*
6.312;[6, 8[;[6, 8[;*
6.313;[6, 8[;[6, 8[;*
6.314;[6, 8[;[6, 8[;*
6.317;[6, 8[;[6, 8[;*
6.318;[6, 8[;[6, 8[;*
6.319;[6, 8[;[6, 8[;*
6.32;[6, 8[;[6, 8[;*
6.323;[6, 8[;[6, 8[;*
6.324;[6, 8[;[6, 8[;*
6.325;[6, 8[;[6, 8[;*
6.326;[6, 8[;[6, 8[;*
6.329;[6, 8[;[6, 8[;*
6.33;[6, 8[;[6, 8[;*
6.331;[6, 8[;[6, 8[;*
6.332;[6, 8[;[6, 8[;*
6.333;[6, 8[;[6, 8[;*
6.334;[6, 8[;[6, 8[;*
6.336;[6, 8[;[6, 8[;*
6.339;[6, 8[;[6, 8[;*
6.34;[6, 8[;[6, 8[;*
6.341;[6, 8[;[6, 8[;*
6.342;[6, 8[;[6, 8[;*
6.343;[6, 8[;[6, 8[;*
6.345;[6, 8[;[6, 8[;*
6.346;[6, 8[;[6, 8[;*
6.347;[6, 8[;[6, 8[;*
6.349;[6, 8[;[6, 8[;*
6.35;[6, 8[;[6, 8[;*
6.351;[6, 8[;[6, 8[;*
6.352;[6, 8[;[6, 8[;*
6.353;[6, 8[;[6, 8[;*
6.354;[6, 8[;[6, 8[;*
6.355;[6, 8[;[6, 8[;*
6.356;[6, 8[;[6, 8[;*
6.358;[6, 8[;[6, 8[;*
6.359;[6, 8[;[6, 8[;*
6.361;[6, 8[;[6, 8[;*
6.363;[6, 8[;[6, 8[;*
6.364;[6, 8[;[6, 8[;*
6.365;[6, 8[;[6, 8[;*
6.366;[6, 8[;[6, 8[;*
6.367;[6, 8[;[6, 8[;*
6.368;[6, 8[;[6, 8[;*
6.369;[6, 8[;[6, 8[;*
6.37;[6, 8[;[6, 8[;*
6.371;[6, 8[;[6, 8[;*
6.372;[6, 8[;[6, 8[;*
6.373;[6, 8[;[6, 8[;*
6.374;[6, 8[;[6, 8[;*
6.375;[6, 8[;[6, 8[;*
6.376;[6, 8[;[6, 8[;*
6.377;[6, 8[;[6, 8[;*
6.378;[6, 8[;[6, 8[;*
6.379;[6, 8[;[6, 8[;*
6.38;[6, 8[;[6, 8[;*
6.382;[6, 8[;[6, 8[;*
6.383;[6, 8[;[6, 8[;*
6.384;[6, 8[;[6, 8[;*
6.386;[6, 8[;[6, 8[;*
6.387;[6, 8[;[6, 8[;*
6.388;[6, 8[;[6, 8[;*
6.389;[6, 8[;[6, 8[;*
6.39;[6, 8[;[6, 8[;*
6.392;[6, 8[;[6, 8[;*
6.393;[6, 8[;[6, 8[;*
6.394;[6, 8[;[6, 8[;*
6.396;[6, 8[;[6, 8[;*
6.397;[6, 8[;[6, 8[;*
6.398;[6, 8[;[6, 8[;*
6.401;[6, 8[;[6, 8[;*
6.402;[6, 8[;[6, 8[;*
6.403;[6, 8[;[6, 8[;*
6.404;[6, 8[;[6, 8[;*
6.405;[6, 8[;[6, 8[;*
6.407;[6, 8[;[6, 8[;*
6.408;[6, 8[;[6, 8[;*
6.409;[6, 8[;[6, 8[;*
6.41;[6, 8[;[6, 8[;*
6.413;[6, 8[;[6, 8[;*
6.414;[6, 8[;[6, 8[;*
6.415;[6, 8[;[6, 8[;*
6.416;[6, 8[;[6, 8[;*
6.417;[6, 8[;[6, 8[;*
6.418;[6, 8[;[6, 8[;*
6.42;[6, 8[;[6, 8[;*
6.421;[6, 8[;[6, 8[;*
6.422;[6, 8[;[6, 8[;*
6.423;[6, 8[;[6, 8[;*
6.424;[6, 8[;[6, 8[;*
6.425;[6, 8[;[6, 8[;*
6.426;[6, 8[;[6, 8[;*
6.428;[6, 8[;[6, 8[;*
6.429;[6, 8[;[6, 8[;*
6.43;[6, 8[;[6, 8[;*
6.431;[6, 8[;[6, 8[;*
6.432;[6, 8[;[6, 8[;*
6.433;[6, 8[;[6, 8[;*
6.434;[6, 8[;[6, 8[;*
6.435;[6, 8[;[6, 8[;*
6.436;[6, 8[;[6, 8[;*
6.437;[6, 8[;[6, 8[;*
6.439;[6, 8[;[6, 8[;*
6.44;[6, 8[;[6, 8[;*
6.441;[6, 8[;[6, 8[;*
6.442;[6, 8[;[6, 8[;*
6.443;[6, 8[;[6, 8[;*
6.444;[6, 8[;[6, 8[;*
6.445;[6, 8[;[6, 8[;*
6.446;[6, 8[;[6, 8[;*
6.448;[6, 8[;[6, 8[;*
6.449;[6, 8[;[6, 8[;*
6.45;[6, 8[;[6, 8[;*
6.451;[6, 8[;[6, 8[;*
6.452;[6, 8[;[6, 8[;*
6.453;[6, 8[;[6, 8[;*
6.454;[6, 8[;[6, 8[;*
6.456;[6, 8[;[6, 8[;*
6.457;[6, 8[;[6, 8[;*
6.458;[6, 8[;[6, 8[;*
6.459;[6, 8[;[6, 8[;*
6.46;[6, 8[;[6, 8[;*
6.461;[6, 8[;[6, 8[;*
6.462;[6, 8[;[6, 8[;*
6.463;[6, 8[;[6, 8[;*
6.464;[6, 8[;[6, 8[;*
6.465;[6, 8[;[6, 8[;*
6.466;[6, 8[;[6, 8[;*
6.467;[6, 8[;[6, 8[;*
6.468;[6, 8[;[6, 8[;*
6.469;[6, 8[;[6, 8[;*
6.47;[6, 8[;[6, 8[;*
6.471;[6, 8[;[6, 8[;*
6.472;[6, 8[;[6, 8[;*
6.473;[6, 8[;[6, 8[;*
6.474;[6, 8[;[6, 8[;*
6.475;[6, 8[;[6, 8[;*
6.476;[6, 8[;[6, 8[;*
6.477;[6, 8[;[6, 8[;*
6.478;[6, 8[;[6, 8[;*
6.479;[6, 8[;[6, 8[;*
6.481;[6, 8[;[6, 8[;*
6.482;[6, 8[;[6, 8[;*
6.483;[6, 8[;[6, 8[;*
6.484;[6, 8[;[6, 8[;*
6.485;[6, 8[;[6, 8[;*
6.487;[6, 8[;[6, 8[;*
6.488;[6, 8[;[6, 8[;*
6.489;[6, 8[;[6, 8[;*
6.49;[6, 8[;[6, 8[;*
6.491;[6, 8[;[6, 8[;*
6.492;[6, 8[;[6, 8[;*
6.494;[6, 8[;[6, 8[;*
6.495;[6, 8[;[6, 8[;*
6.496;[6, 8[;[6, 8[;*
6.497;[6, 8[;[6, 8[;*
6.499;[6, 8[;[6, 8[;*
6.5;[6, 8[;[6, 8[;*
6.501;[6, 8[;[6, 8[;*
6.503;[6, 8[;[6, 8[;*
6.504;[6, 8[;[6, 8[;*
6.505;[6, 8[;[6, 8[;*
6.506;[6, 8[;[6, 8[;*
6.507;[6, 8[;[6, 8[;*
6.508;[6, 8[;[6, 8[;*
6.509;[6, 8[;[6, 8[;*
6.51;[6, 8[;[6, 8[;*
6.511;[6, 8[;[6, 8[;*
6.512;[6, 8[;[6, 8[;*
6.513;[6, 8[;[6, 8[;*
6.514;[6, 8[;[6, 8[;*
6.515;[6, 8[;[6, 8[;*
6.516;[6, 8[;[6, 8[;*
6.517;[6, 8[;[6, 8[;*
6.518;[6, 8[;[6, 8[;*
6.52;[6, 8[;[6, 8[;*
6.521;[6, 8[;[6, 8[;*
6.522;[6, 8[;[6, 8[;*
6.523;[6, 8[;[6, 8[;*
6.524;[6, 8[;[6, 8[;*
6.525;[6, 8[;[6, 8[;*
6.526;[6, 8[;[6, 8[;*
6.527;[6, 8[;[6, 8[;*
6.529;[6, 8[;[6, 8[;*
6.53;[6, 8[;[6, 8[;*
6.532;[6, 8[;[6, 8[;*
6.533;[6, 8[;[6, 8[;*
6.534;[6, 8[;[6, 8[;*
6.535;[6, 8[;[6, 8[;*
6.536;[6, 8[;[6, 8[;*
6.537;[6, 8[;[6, 8[;*
6.538;[6, 8[;[6, 8[;*
6.539;[6, 8[;[6, 8[;*
6.54;[6, 8[;[6, 8[;*
6.541;[6, 8[;[6, 8[;*
6.542;[6, 8[;[6, 8[;*
6.543;[6, 8[;[6, 8[;*
6.544;[6, 8[;[6, 8[;*
6.545;[6, 8[;[6, 8[;*
6.546;[6, 8[;[6, 8[;*
6.547;[6, 8[;[6, 8[;*
6.548;[6, 8[;[6, 8[;*
6.549;[6, 8[;[6, 8[;*
6.55;[6, 8[;[6, 8[;*
6.551;[6, 8[;[6, 8[;*
6.552;[6, 8[;[6, 8[;*
6.553;[6, 8[;[6, 8[;*
6.554;[6, 8[;[6, 8[;*
6.555;[6, 8[;[6, 8[;*
6.556;[6, 8[;[6, 8[;*
6.557;[6, 8[;[6, 8[;*
6.558;[6, 8[;[6, 8[;*
6.559;[6, 8[;[6, 8[;*
6.56;[6, 8[;[6, 8[;*
6.561;[6, 8[;[6, 8[;*
6.562;[6, 8[;[6, 8[;*
6.565;[6, 8[;[6, 8[;*
6.566;[6, 8[;[6, 8[;*
6.567;[6, 8[;[6, 8[;*
6.568;[6, 8[;[6, 8[;*
6.569;[6, 8[;[6, 8[;*
6.57;[6, 8[;[6, 8[;*
6.571;[6, 8[;[6, 8[;*
6.572;[6, 8[;[6, 8[;*
6.573;[6, 8[;[6, 8[;*
6.574;[6, 8[;[6, 8[;*
6.576;[6, 8[;[6, 8[;*
6.577;[6, 8[;[6, 8[;*
6.578;[6, 8[;[6, 8[;*
6.579;[6, 8[;[6, 8[;*
6.58;[6, 8[;[6, 8[;*
6.581;[6, 8[;[6, 8[;*
6.583;[6, 8[;[6, 8[;*
6.584;[6, 8[;[6, 8[;*
6.585;[6, 8[;[6, 8[;*
6.586;[6, 8[;[6, 8[;*
6.587;[6, 8[;[6, 8[;*
6.588;[6, 8[;[6, 8[;*
6.589;[6, 8[;[6, 8[;*
6.59;[6, 8[;[6, 8[;*
6.591;[6, 8[;[6, 8[;*
6.592;[6, 8[;[6, 8[;*
6.593;[6, 8[;[6, 8[;*
6.594;[6, 8[;[6, 8[;*
6.595;[6, 8[;[6, 8[;*
6.596;[6, 8[;[6, 8[;*
6.597;[6, 8[;[6, 8[;*
6.598;[6, 8[;[6, 8[;*
6.599;[6, 8[;[6, 8[;*
6.6;[6, 8[;[6, 8[;*
6.601;[6, 8[;[6, 8[;*
6.602;[6, 8[;[6, 8[;*
6.603;[6, 8[;[6, 8[;*
6.604;[6, 8[;[6, 8[;*
6.605;[6, 8[;[6, 8[;*
6.606;[6, 8[;[6, 8[;*
6.607;[6, 8[;[6, 8[;*
6.608;[6, 8[;[6, 8[;*
6.609;[6, 8[;[6, 8[;*
6.61;[6, 8[;[6, 8[;*
6.611;[6, 8[;[6, 8[;*
6.612;[6, 8[;[6, 8[;*
6.613;[6, 8[;[6, 8[;*
6.614;[6, 8[;[6, 8[;*
6.615;[6, 8[;[6, 8[;*
6.616;[6, 8[;[6, 8[;*
6.617;[6, 8[;[6, 8[;*
6.618;[6, 8[;[6, 8[;*
6.619;[6, 8[;[6, 8[;*
6.62;[6, 8[;[6, 8[;*
6.621;[6, 8[;[6, 8[;*
6.623;[6, 8[;[6, 8[;*
6.624;[6, 8[;[6, 8[;*
6.625;[6, 8[;[6, 8[;*
6.626;[6, 8[;[6, 8[;*
6.627;[6, 8[;[6, 8[;*
6.628;[6, 8[;[6, 8[;*
6.629;[6, 8[;[6, 8[;*
6.63;[6, 8[;[6, 8[;*
6.631;[6, 8[;[6, 8[;*
6.632;[6, 8[;[6, 8[;*
6.633;[6, 8[;[6, 8[;*
6.634;[6, 8[;[6, 8[;*
6.635;[6, 8[;[6, 8[;*
6.636;[6, 8[;[6, 8[;*
6.637;[6, 8[;[6, 8[;*
6.638;[6, 8[;[6, 8[;*
6.639;[6, 8[;[6, 8[;*
6.64;[6, 8[;[6, 8[;*
6.642;[6, 8[;[6, 8[;*
6.643;[6, 8[;[6, 8[;*
6.644;[6, 8[;[6, 8[;*
6.645;[6, 8[;[6, 8[;*
6.646;[6, 8[;[6, 8[;*
6.647;[6, 8[;[6, 8[;*
6.648;[6, 8[;[6, 8[;*
6.649;[6, 8[;[6, 8[;*
6.65;[6, 8[;[6, 8[;*
6.651;[6, 8[;[6, 8[;*
6.652;[6, 8[;[6, 8[;*
6.653;[6, 8[;[6, 8[;*
6.654;[6, 8[;[6, 8[;*
6.655;[6, 8[;[6, 8[;*
6.656;[6, 8[;[6, 8[;*
6.657;[6, 8[;[6, 8[;*
6.658;[6, 8[;[6, 8[;*
6.659;[6, 8[;[6, 8[;*
6.66;[6, 8[;[6, 8[;*
6.661;[6, 8[;[6, 8[;*
6.662;[6, 8[;[6, 8[;*
6.663;[6, 8[;[6, 8[;*
6.664;[6, 8[;[6, 8[;*
6.665;[6, 8[;[6, 8[;*
6.666;[6, 8[;[6, 8[;*
6.667;[6, 8[;[6, 8[;*
6.668;[6, 8[;[6, 8[;*
6.669;[6, 8[;[6, 8[;*
6.67;[6, 8[;[6, 8[;*
6.671;[6, 8[;[6, 8[;*
6.672;[6, 8[;[6, 8[;*
6.673;[6, 8[;[6, 8[;*
6.674;[6, 8[;[6, 8[;*
6.675;[6, 8[;[6, 8[;*
6.676;[6, 8[;[6, 8[;*
6.677;[6, 8[;[6, 8[;*
6.678;[6, 8[;[6, 8[;*
6.679;[6, 8[;[6, 8[;*
6.68;[6, 8[;[6, 8[;*
6.681;[6, 8[;[6, 8[;*
6.682;[6, 8[;[6, 8[;*
6.683;[6, 8[;[6, 8[;*
6.684;[6, 8[;[6, 8[;*
6.685;[6, 8[;[6, 8[;*
6.686;[6, 8[;[6, 8[;*
6.687;[6, 8[;[6, 8[;*
6.688;[6, 8[;[6, 8[;*
6.689;[6, 8[;[6, 8[;*
6.69;[6, 8[;[6, 8[;*
6.691;[6, 8[;[6, 8[;*
6.692;[6, 8[;[6, 8[;*
6.693;[6, 8[;[6, 8[;*
6.694;[6, 8[;[6, 8[;*
6.695;[6, 8[;[6, 8[;*
6.696;[6, 8[;[6, 8[;*
6.697;[6, 8[;[6, 8[;*
6.698;[6, 8[;[6, 8[;*
6.699;[6, 8[;[6, 8[;*
6.7;[6, 8[;[6, 8[;*
6.701;[6, 8[;[6, 8[;*
6.702;[6, 8[;[6, 8[;*
6.703;[6, 8[;[6, 8[;*
6.704;[6, 8[;[6, 8[;*
6.705;[6, 8[;[6, 8[;*
6.706;[6, 8[;[6, 8[;*
6.707;[6, 8[;[6, 8[;*
6.708;[6, 8[;[6, 8[;*
6.709;[6, 8[;[6, 8[;*
6.71;[6, 8[;[6, 8[;*
6.711;[6, 8[;[6, 8[;*
6.712;[6, 8[;[6, 8[;*
6.713;[6, 8[;[6, 8[;*
6.714;[6, 8[;[6, 8[;*
6.715;[6, 8[;[6, 8[;*
6.716;[6, 8[;[6, 8[;*
6.717;[6, 8[;[6, 8[;*
6.718;[6, 8[;[6, 8[;*
6.719;[6, 8[;[6, 8[;*
6.72;[6, 8[;[6, 8[;*
6.721;[6, 8[;[6, 8[;*
6.723;[6, 8[;[6, 8[;*
6.724;[6, 8[;[6, 8[;*
6.725;[6, 8[;[6, 8[;*
6.726;[6, 8[;[6, 8[;*
6.727;[6, 8[;[6, 8[;*
6.728;[6, 8[;[6, 8[;*
6.729;[6, 8[;[6, 8[;*
6.73;[6, 8[;[6, 8[;*
6.731;[6, 8[;[6, 8[;*
6.732;[6, 8[;[6, 8[;*
6.733;[6, 8[;[6, 8[;*
6.734;[6, 8[;[6, 8[;*
6.735;[6, 8[;[6, 8[;*
6.736;[6, 8[;[6, 8[;*
6.737;[6, 8[;[6, 8[;*
6.738;[6, 8[;[6, 8[;*
6.74;[6, 8[;[6, 8[;*
6.741;[6, 8[;[6, 8[;*
6.742;[6, 8[;[6, 8[;*
6.743;[6, 8[;[6, 8[;*
6.744;[6, 8[;[6, 8[;*
6.745;[6, 8[;[6, 8[;*
6.746;[6, 8[;[6, 8[;*
6.747;[6, 8[;[6, 8[;*
6.748;[6, 8[;[6, 8[;*
6.749;[6, 8[;[6, 8[;*
6.75;[6, 8[;[6, 8[;*
6.751;[6, 8[;[6, 8[;*
6.752;[6, 8[;[6, 8[;*
6.753;[6, 8[;[6, 8[;*
6.754;[6, 8[;[6, 8[;*
6.755;[6, 8[;[6, 8[;*
6.756;[6, 8[;[6, 8[;*
6.758;[6, 8[;[6, 8[;*
6.759;[6, 8[;[6, 8[;*
6.76;[6, 8[;[6, 8[;*
6.761;[6, 8[;[6, 8[;*
6.762;[6, 8[;[6, 8[;*
6.763;[6, 8[;[6, 8[;*
6.764;[6, 8[;[6, 8[;*
6.765;[6, 8[;[6, 8[;*
6.766;[6, 8[;[6, 8[;*
6.767;[6, 8[;[6, 8[;*
6.768;[6, 8[;[6, 8[;*
6.769;[6, 8[;[6, 8[;*
6.77;[6, 8[;[6, 8[;*
6.771;[6, 8[;[6, 8[;*
6.772;[6, 8[;[6, 8[;*
6.773;[6, 8[;[6, 8[;*
6.774;[6, 8[;[6, 8[;*
6.775;[6, 8[;[6, 8[;*
6.776;[6, 8[;[6, 8[;*
6.777;[6, 8[;[6, 8[;*
6.778;[6, 8[;[6, 8[;*
6.779;[6, 8[;[6, 8[;*
6.78;[6, 8[;[6, 8[;*
6.781;[6, 8[;[6, 8[;*
6.782;[6, 8[;[6, 8[;*
6.783;[6, 8[;[6, 8[;*
6.784;[6, 8[;[6, 8[;*
6.785;[6, 8[;[6, 8[;*
6.786;[6, 8[;[6, 8[;*
6.787;[6, 8[;[6, 8[;*
6.788;[6, 8[;[6, 8[;*
6.789;[6, 8[;[6, 8[;*
6.79;[6, 8[;[6, 8[;*
6.791;[6, 8[;[6, 8[;*
6.792;[6, 8[;[6, 8[;*
6.793;[6, 8[;[6, 8[;*
6.794;[6, 8[;[6, 8[;*
6.795;[6, 8[;[6, 8[;*
6.796;[6, 8[;[6, 8[;*
6.797;[6, 8[;[6, 8[;*
6.798;[6, 8[;[6, 8[;*
6.799;[6, 8[;[6, 8[;*
6.8;[6, 8[;[6, 8[;*
6.801;[6, 8[;[6, 8[;*
6.802;[6, 8[;[6, 8[;*
6.803;[6, 8[;[6, 8[;*
6.804;[6, 8[;[6, 8[;*
6.805;[6, 8[;[6, 8[;*
6.806;[6, 8[;[6, 8[;*
6.807;[6, 8[;[6, 8[;*
6.808;[6, 8[;[6, 8[;*
6.809;[6, 8[;[6, 8[;*
6.81;[6, 8[;[6, 8[;*
6.811;[6, 8[;[6, 8[;*
6.812;[6, 8[;[6, 8[;*
6.813;[6, 8[;[6, 8[;*
6.814;[6, 8[;[6, 8[;*
6.815;[6, 8[;[6, 8[;*
6.816;[6, 8[;[6, 8[;*
6.817;[6, 8[;[6, 8[;*
6.818;[6, 8[;[6, 8[;*
6.819;[6, 8[;[6, 8[;*
6.82;[6, 8[;[6, 8[;*
6.821;[6, 8[;[6, 8[;*
6.822;[6, 8[;[6, 8[;*
6.823;[6, 8[;[6, 8[;*
6.824;[6, 8[;[6, 8[;*
6.825;[6, 8[;[6, 8[;*
6.826;[6, 8[;[6, 8[;*
6.827;[6, 8[;[6, 8[;*
6.828;[6, 8[;[6, 8[;*
6.829;[6, 8[;[6, 8[;*
6.83;[6, 8[;[6, 8[;*
6.831;[6, 8[;[6, 8[;*
6.832;[6, 8[;[6, 8[;*
6.833;[6, 8[;[6, 8[;*
6.834;[6, 8[;[6, 8[;*
6.835;[6, 8[;[6, 8[;*
6.836;[6, 8[;[6, 8[;*
6.837;[6, 8[;[6, 8[;*
6.838;[6, 8[;[6, 8[;*
6.839;[6, 8[;[6, 8[;*
6.84;[6, 8[;[6, 8[;*
6.841;[6, 8[;[6, 8[;*
6.842;[6, 8[;[6, 8[;*
6.843;[6, 8[;[6, 8[;*
6.844;[6, 8[;[6, 8[;*
6.845;[6, 8[;[6, 8[;*
6.846;[6, 8[;[6, 8[;*
6.847;[6, 8[;[6, 8[;*
6.848;[6, 8[;[6, 8[;*
6.849;[6, 8[;[6, 8[;*
6.85;[6, 8[;[6, 8[;*
6.851;[6, 8[;[6, 8[;*
6.852;[6, 8[;[6, 8[;*
6.853;[6, 8[;[6, 8[;*
6.854;[6, 8[;[6, 8[;*
6.855;[6, 8[;[6, 8[;*
6.856;[6, 8[;[6, 8[;*
6.857;[6, 8[;[6, 8[;*
6.858;[6, 8[;[6, 8[;*
6.859;[6, 8[;[6, 8[;*
6.86;[6, 8[;[6, 8[;*
6.861;[6, 8[;[6, 8[;*
6.862;[6, 8[;[6, 8[;*
6.863;[6, 8[;[6, 8[;*
6.864;[6, 8[;[6, 8[;*
6.865;[6, 8[;[6, 8[;*
6.866;[6, 8[;[6, 8[;*
6.867;[6, 8[;[6, 8[;*
6.868;[6, 8[;[6, 8[;*
6.869;[6, 8[;[6, 8[;*
6.87;[6, 8[;[6, 8[;*
6.871;[6, 8[;[6, 8[;*
6.872;[6, 8[;[6, 8[;*
6.873;[6, 8[;[6, 8[;*
6.874;[6, 8[;[6, 8[;*
6.875;[6, 8[;[6, 8[;*
6.876;[6, 8[;[6, 8[;*
6.877;[6, 8[;[6, 8[;*
6.878;[6, 8[;[6, 8[;*
6.879;[6, 8[;[6, 8[;*
6.88;[6, 8[;[6, 8[;*
