1940-07-01;07/1940;1940;[1940, 1950[
1940-07-02;07/1940;1940;[1940, 1950[
1940-07-03;07/1940;1940;[1940, 1950[
1940-07-04;07/1940;1940;[1940, 1950[
1940-07-05;07/1940;1940;[1940, 1950[
1940-07-06;07/1940;1940;[1940, 1950[
1940-07-07;07/1940;1940;[1940, 1950[
1940-07-08;07/1940;1940;[1940, 1950[
1940-07-09;07/1940;1940;[1940, 1950[
1940-07-10;07/1940;1940;[1940, 1950[
1940-07-11;07/1940;1940;[1940, 1950[
1940-07-12;07/1940;1940;[1940, 1950[
1940-07-13;07/1940;1940;[1940, 1950[
1940-07-14;07/1940;1940;[1940, 1950[
1940-07-15;07/1940;1940;[1940, 1950[
1940-07-16;07/1940;1940;[1940, 1950[
1940-07-17;07/1940;1940;[1940, 1950[
1941-06-21;06/1941;1941;[1940, 1950[
1941-06-22;06/1941;1941;[1940, 1950[
1941-06-23;06/1941;1941;[1940, 1950[
1941-06-24;06/1941;1941;[1940, 1950[
1941-06-25;06/1941;1941;[1940, 1950[
1941-06-26;06/1941;1941;[1940, 1950[
1941-06-27;06/1941;1941;[1940, 1950[
1941-06-28;06/1941;1941;[1940, 1950[
1941-06-29;06/1941;1941;[1940, 1950[
1941-06-30;06/1941;1941;[1940, 1950[
1941-07-01;07/1941;1941;[1940, 1950[
1941-07-02;07/1941;1941;[1940, 1950[
1941-07-03;07/1941;1941;[1940, 1950[
1941-07-04;07/1941;1941;[1940, 1950[
1941-07-05;07/1941;1941;[1940, 1950[
1941-07-06;07/1941;1941;[1940, 1950[
1941-07-07;07/1941;1941;[1940, 1950[
1941-07-08;07/1941;1941;[1940, 1950[
1941-07-09;07/1941;1941;[1940, 1950[
1941-07-10;07/1941;1941;[1940, 1950[
1941-07-11;07/1941;1941;[1940, 1950[
1941-07-12;07/1941;1941;[1940, 1950[
1941-07-13;07/1941;1941;[1940, 1950[
1941-07-14;07/1941;1941;[1940, 1950[
1941-07-15;07/1941;1941;[1940, 1950[
1941-07-16;07/1941;1941;[1940, 1950[
1941-07-18;07/1941;1941;[1940, 1950[
1941-07-19;07/1941;1941;[1940, 1950[
1942-06-20;06/1942;1942;[1940, 1950[
1942-06-22;06/1942;1942;[1940, 1950[
1942-06-23;06/1942;1942;[1940, 1950[
1942-06-24;06/1942;1942;[1940, 1950[
1942-06-25;06/1942;1942;[1940, 1950[
1942-06-26;06/1942;1942;[1940, 1950[
1942-06-27;06/1942;1942;[1940, 1950[
1942-06-28;06/1942;1942;[1940, 1950[
1942-06-29;06/1942;1942;[1940, 1950[
1942-06-30;06/1942;1942;[1940, 1950[
1942-07-01;07/1942;1942;[1940, 1950[
1942-07-02;07/1942;1942;[1940, 1950[
1942-07-03;07/1942;1942;[1940, 1950[
1942-07-04;07/1942;1942;[1940, 1950[
1942-07-05;07/1942;1942;[1940, 1950[
1942-07-06;07/1942;1942;[1940, 1950[
1942-07-07;07/1942;1942;[1940, 1950[
1942-07-08;07/1942;1942;[1940, 1950[
1942-07-09;07/1942;1942;[1940, 1950[
1942-07-10;07/1942;1942;[1940, 1950[
1942-07-11;07/1942;1942;[1940, 1950[
1942-07-12;07/1942;1942;[1940, 1950[
1942-07-13;07/1942;1942;[1940, 1950[
1942-07-14;07/1942;1942;[1940, 1950[
1942-07-15;07/1942;1942;[1940, 1950[
1942-07-16;07/1942;1942;[1940, 1950[
1942-07-17;07/1942;1942;[1940, 1950[
1942-07-18;07/1942;1942;[1940, 1950[
1942-07-19;07/1942;1942;[1940, 1950[
1942-07-20;07/1942;1942;[1940, 1950[
1943-06-23;06/1943;1943;[1940, 1950[
1943-06-24;06/1943;1943;[1940, 1950[
1943-06-25;06/1943;1943;[1940, 1950[
1943-06-26;06/1943;1943;[1940, 1950[
1943-06-27;06/1943;1943;[1940, 1950[
1943-06-28;06/1943;1943;[1940, 1950[
1943-06-29;06/1943;1943;[1940, 1950[
1943-06-30;06/1943;1943;[1940, 1950[
1943-07-01;07/1943;1943;[1940, 1950[
1943-07-02;07/1943;1943;[1940, 1950[
1943-07-03;07/1943;1943;[1940, 1950[
1943-07-04;07/1943;1943;[1940, 1950[
1943-07-05;07/1943;1943;[1940, 1950[
1943-07-06;07/1943;1943;[1940, 1950[
1943-07-07;07/1943;1943;[1940, 1950[
1943-07-08;07/1943;1943;[1940, 1950[
1943-07-09;07/1943;1943;[1940, 1950[
1943-07-10;07/1943;1943;[1940, 1950[
1943-07-11;07/1943;1943;[1940, 1950[
1943-07-12;07/1943;1943;[1940, 1950[
1943-07-13;07/1943;1943;[1940, 1950[
1943-07-14;07/1943;1943;[1940, 1950[
1943-07-15;07/1943;1943;[1940, 1950[
1943-07-16;07/1943;1943;[1940, 1950[
1943-07-19;07/1943;1943;[1940, 1950[
1944-06-20;06/1944;1944;[1940, 1950[
1944-06-22;06/1944;1944;[1940, 1950[
1944-06-23;06/1944;1944;[1940, 1950[
1944-06-24;06/1944;1944;[1940, 1950[
1944-06-25;06/1944;1944;[1940, 1950[
1944-06-26;06/1944;1944;[1940, 1950[
1944-06-27;06/1944;1944;[1940, 1950[
1944-06-28;06/1944;1944;[1940, 1950[
1944-06-29;06/1944;1944;[1940, 1950[
1944-06-30;06/1944;1944;[1940, 1950[
1944-07-01;07/1944;1944;[1940, 1950[
1944-07-02;07/1944;1944;[1940, 1950[
1944-07-03;07/1944;1944;[1940, 1950[
1944-07-04;07/1944;1944;[1940, 1950[
1944-07-05;07/1944;1944;[1940, 1950[
1944-07-06;07/1944;1944;[1940, 1950[
1944-07-07;07/1944;1944;[1940, 1950[
1944-07-08;07/1944;1944;[1940, 1950[
1944-07-09;07/1944;1944;[1940, 1950[
1944-07-10;07/1944;1944;[1940, 1950[
1944-07-11;07/1944;1944;[1940, 1950[
1944-07-12;07/1944;1944;[1940, 1950[
1944-07-13;07/1944;1944;[1940, 1950[
1944-07-14;07/1944;1944;[1940, 1950[
1944-07-15;07/1944;1944;[1940, 1950[
1944-07-16;07/1944;1944;[1940, 1950[
1944-07-17;07/1944;1944;[1940, 1950[
1945-06-21;06/1945;1945;[1940, 1950[
1945-06-23;06/1945;1945;[1940, 1950[
1945-06-24;06/1945;1945;[1940, 1950[
1945-06-25;06/1945;1945;[1940, 1950[
1945-06-26;06/1945;1945;[1940, 1950[
1945-06-27;06/1945;1945;[1940, 1950[
1945-06-28;06/1945;1945;[1940, 1950[
1945-06-29;06/1945;1945;[1940, 1950[
1945-06-30;06/1945;1945;[1940, 1950[
1945-07-01;07/1945;1945;[1940, 1950[
1945-07-02;07/1945;1945;[1940, 1950[
1945-07-03;07/1945;1945;[1940, 1950[
1945-07-04;07/1945;1945;[1940, 1950[
1945-07-05;07/1945;1945;[1940, 1950[
1945-07-06;07/1945;1945;[1940, 1950[
1945-07-07;07/1945;1945;[1940, 1950[
1945-07-08;07/1945;1945;[1940, 1950[
1945-07-09;07/1945;1945;[1940, 1950[
1945-07-10;07/1945;1945;[1940, 1950[
1945-07-11;07/1945;1945;[1940, 1950[
1945-07-12;07/1945;1945;[1940, 1950[
1945-07-13;07/1945;1945;[1940, 1950[
1945-07-14;07/1945;1945;[1940, 1950[
1945-07-15;07/1945;1945;[1940, 1950[
1945-07-16;07/1945;1945;[1940, 1950[
1945-07-17;07/1945;1945;[1940, 1950[
1945-07-18;07/1945;1945;[1940, 1950[
1946-06-19;06/1946;1946;[1940, 1950[
1946-06-20;06/1946;1946;[1940, 1950[
1946-06-21;06/1946;1946;[1940, 1950[
1946-06-22;06/1946;1946;[1940, 1950[
1946-06-23;06/1946;1946;[1940, 1950[
1946-06-24;06/1946;1946;[1940, 1950[
1946-06-25;06/1946;1946;[1940, 1950[
1946-06-26;06/1946;1946;[1940, 1950[
1946-06-27;06/1946;1946;[1940, 1950[
1946-06-28;06/1946;1946;[1940, 1950[
1946-06-29;06/1946;1946;[1940, 1950[
1946-06-30;06/1946;1946;[1940, 1950[
1946-07-01;07/1946;1946;[1940, 1950[
1946-07-02;07/1946;1946;[1940, 1950[
1946-07-03;07/1946;1946;[1940, 1950[
1946-07-04;07/1946;1946;[1940, 1950[
1946-07-05;07/1946;1946;[1940, 1950[
1946-07-06;07/1946;1946;[1940, 1950[
1946-07-07;07/1946;1946;[1940, 1950[
1946-07-08;07/1946;1946;[1940, 1950[
1946-07-09;07/1946;1946;[1940, 1950[
1946-07-10;07/1946;1946;[1940, 1950[
1946-07-11;07/1946;1946;[1940, 1950[
1946-07-12;07/1946;1946;[1940, 1950[
1946-07-13;07/1946;1946;[1940, 1950[
1946-07-14;07/1946;1946;[1940, 1950[
1946-07-15;07/1946;1946;[1940, 1950[
1946-07-16;07/1946;1946;[1940, 1950[
1946-07-17;07/1946;1946;[1940, 1950[
1947-06-20;06/1947;1947;[1940, 1950[
1947-06-22;06/1947;1947;[1940, 1950[
1947-06-23;06/1947;1947;[1940, 1950[
1947-06-24;06/1947;1947;[1940, 1950[
1947-06-25;06/1947;1947;[1940, 1950[
1947-06-26;06/1947;1947;[1940, 1950[
1947-06-27;06/1947;1947;[1940, 1950[
1947-06-28;06/1947;1947;[1940, 1950[
1947-06-29;06/1947;1947;[1940, 1950[
1947-06-30;06/1947;1947;[1940, 1950[
1947-07-01;07/1947;1947;[1940, 1950[
1947-07-02;07/1947;1947;[1940, 1950[
1947-07-03;07/1947;1947;[1940, 1950[
1947-07-04;07/1947;1947;[1940, 1950[
1947-07-05;07/1947;1947;[1940, 1950[
1947-07-06;07/1947;1947;[1940, 1950[
1947-07-07;07/1947;1947;[1940, 1950[
1947-07-08;07/1947;1947;[1940, 1950[
1947-07-09;07/1947;1947;[1940, 1950[
1947-07-10;07/1947;1947;[1940, 1950[
1947-07-11;07/1947;1947;[1940, 1950[
1947-07-12;07/1947;1947;[1940, 1950[
1947-07-13;07/1947;1947;[1940, 1950[
1947-07-14;07/1947;1947;[1940, 1950[
1947-07-15;07/1947;1947;[1940, 1950[
1947-07-16;07/1947;1947;[1940, 1950[
1947-07-17;07/1947;1947;[1940, 1950[
1947-07-18;07/1947;1947;[1940, 1950[
1948-06-19;06/1948;1948;[1940, 1950[
1948-06-20;06/1948;1948;[1940, 1950[
1948-06-21;06/1948;1948;[1940, 1950[
1948-06-22;06/1948;1948;[1940, 1950[
1948-06-23;06/1948;1948;[1940, 1950[
1948-06-24;06/1948;1948;[1940, 1950[
1948-06-25;06/1948;1948;[1940, 1950[
1948-06-26;06/1948;1948;[1940, 1950[
1948-06-27;06/1948;1948;[1940, 1950[
1948-06-28;06/1948;1948;[1940, 1950[
1948-06-29;06/1948;1948;[1940, 1950[
1948-06-30;06/1948;1948;[1940, 1950[
1948-07-01;07/1948;1948;[1940, 1950[
1948-07-02;07/1948;1948;[1940, 1950[
1948-07-03;07/1948;1948;[1940, 1950[
1948-07-04;07/1948;1948;[1940, 1950[
1948-07-05;07/1948;1948;[1940, 1950[
1948-07-06;07/1948;1948;[1940, 1950[
1948-07-07;07/1948;1948;[1940, 1950[
1948-07-08;07/1948;1948;[1940, 1950[
1948-07-09;07/1948;1948;[1940, 1950[
1948-07-10;07/1948;1948;[1940, 1950[
1948-07-11;07/1948;1948;[1940, 1950[
1948-07-12;07/1948;1948;[1940, 1950[
1948-07-13;07/1948;1948;[1940, 1950[
1948-07-14;07/1948;1948;[1940, 1950[
1948-07-15;07/1948;1948;[1940, 1950[
1948-07-16;07/1948;1948;[1940, 1950[
1948-07-17;07/1948;1948;[1940, 1950[
1949-06-18;06/1949;1949;[1940, 1950[
1949-06-19;06/1949;1949;[1940, 1950[
1949-06-20;06/1949;1949;[1940, 1950[
1949-06-21;06/1949;1949;[1940, 1950[
1949-06-22;06/1949;1949;[1940, 1950[
1949-06-23;06/1949;1949;[1940, 1950[
1949-06-24;06/1949;1949;[1940, 1950[
1949-06-25;06/1949;1949;[1940, 1950[
1949-06-26;06/1949;1949;[1940, 1950[
1949-06-27;06/1949;1949;[1940, 1950[
1949-06-28;06/1949;1949;[1940, 1950[
1949-06-29;06/1949;1949;[1940, 1950[
1949-06-30;06/1949;1949;[1940, 1950[
1949-07-01;07/1949;1949;[1940, 1950[
1949-07-02;07/1949;1949;[1940, 1950[
1949-07-03;07/1949;1949;[1940, 1950[
1949-07-04;07/1949;1949;[1940, 1950[
1949-07-05;07/1949;1949;[1940, 1950[
1949-07-06;07/1949;1949;[1940, 1950[
1949-07-07;07/1949;1949;[1940, 1950[
1949-07-08;07/1949;1949;[1940, 1950[
1949-07-09;07/1949;1949;[1940, 1950[
1949-07-10;07/1949;1949;[1940, 1950[
1949-07-11;07/1949;1949;[1940, 1950[
1949-07-12;07/1949;1949;[1940, 1950[
1949-07-13;07/1949;1949;[1940, 1950[
1949-07-14;07/1949;1949;[1940, 1950[
1949-07-15;07/1949;1949;[1940, 1950[
1949-07-16;07/1949;1949;[1940, 1950[
1949-07-17;07/1949;1949;[1940, 1950[
1950-06-19;06/1950;1950;[1950, 1960[
1950-06-20;06/1950;1950;[1950, 1960[
1950-06-21;06/1950;1950;[1950, 1960[
1950-06-22;06/1950;1950;[1950, 1960[
1950-06-23;06/1950;1950;[1950, 1960[
