sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Assoc-acdm;North America;Government;Other;<=50K
Male;0-19;Black;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Divorced;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Government;Other;<=50K
Male;20-39;Black;Married-civ-spouse;Some-college;North America;Government;Other;<=50K
Male;40-59;White;Never-married;11th;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
*;*;*;*;HS-grad;*;*;*;*
Male;40-59;White;Married-civ-spouse;Assoc-acdm;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;9th;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;<=50K
Female;40-59;White;Separated;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;Black;Married-civ-spouse;Bachelors;North America;Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Female;40-59;White;Divorced;Masters;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Assoc-voc;North America;Government;Technical;<=50K
Male;20-39;White;Never-married;Assoc-voc;North America;Non-Government;Technical;<=50K
*;*;*;*;Some-college;*;*;*;*
Female;40-59;White;Married-civ-spouse;Prof-school;North America;Non-Government;Technical;>50K
*;*;*;*;Bachelors;*;*;*;*
Male;40-59;White;Divorced;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;5th-6th;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Doctorate;North America;Non-Government;Technical;>50K
Male;20-39;White;Divorced;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Female;20-39;White;Divorced;Some-college;North America;Non-Government;Other;<=50K
Female;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;>50K
Male;0-19;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Female;20-39;Black;Separated;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Male;60-79;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Assoc-acdm;North America;Non-Government;Other;<=50K
Female;0-19;White;Never-married;11th;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;7th-8th;North America;Government;Other;<=50K
Male;0-19;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Other;<=50K
Female;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Female;40-59;White;Divorced;HS-grad;North America;Non-Government;Technical;>50K
Female;40-59;White;Divorced;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Government;Other;>50K
Male;20-39;White;Married-civ-spouse;Masters;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;9th;North America;Non-Government;Nontechnical;<=50K
*;*;*;*;Doctorate;*;*;*;*
Male;40-59;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Technical;<=50K
Female;20-39;White;Divorced;Some-college;North America;Non-Government;Technical;<=50K
Female;20-39;Black;Divorced;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Government;Other;>50K
Male;20-39;White;Never-married;Some-college;North America;Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Doctorate;North America;Non-Government;Technical;>50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;>50K
Female;40-59;White;Divorced;Assoc-acdm;Europe;Non-Government;Nontechnical;<=50K
Male;20-39;Black;Never-married;HS-grad;North America;Government;Other;<=50K
Male;60-79;White;Married-civ-spouse;Masters;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Female;40-59;White;Never-married;Masters;North America;Non-Government;Technical;<=50K
Female;0-19;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
Male;20-39;White;Never-married;11th;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Prof-school;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
Female;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;9th;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;<=50K
Male;40-59;Black;Married-civ-spouse;Assoc-voc;North America;Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Female;20-39;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;<=50K
*;*;*;*;Bachelors;*;*;*;*
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Government;Technical;>50K
Male;0-19;Black;Never-married;Some-college;North America;Non-Government;Other;<=50K
Female;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Female;0-19;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Assoc-acdm;North America;Non-Government;Other;>50K
Male;20-39;White;Divorced;Some-college;North America;Non-Government;Technical;<=50K
Female;20-39;White;Never-married;Assoc-acdm;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;<=50K
Female;40-59;Black;Divorced;Assoc-acdm;North America;Non-Government;Technical;<=50K
*;*;*;*;Masters;*;*;*;*
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Female;20-39;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Other;<=50K
Male;0-19;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
*;*;*;*;Some-college;*;*;*;*
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Female;20-39;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
Male;0-19;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
*;*;*;*;Assoc-voc;*;*;*;*
Male;60-79;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Female;20-39;Black;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;<=50K
Female;20-39;White;Widowed;HS-grad;North America;Non-Government;Other;<=50K
Male;60-79;White;Married-civ-spouse;11th;North America;Non-Government;Technical;<=50K
Female;40-59;White;Divorced;Some-college;North America;Government;Other;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
*;*;*;*;Bachelors;*;*;*;*
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Nontechnical;<=50K
*;*;*;*;Some-college;*;*;*;*
Male;20-39;White;Divorced;HS-grad;North America;Non-Government;Technical;<=50K
*;*;*;*;Bachelors;*;*;*;*
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
*;*;*;*;Masters;*;*;*;*
*;*;*;*;HS-grad;*;*;*;*
Male;40-59;White;Married-civ-spouse;Masters;North America;Non-Government;Nontechnical;>50K
Female;20-39;White;Divorced;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;Assoc-acdm;North America;Government;Nontechnical;<=50K
*;*;*;*;Masters;*;*;*;*
Male;0-19;White;Never-married;11th;North America;Non-Government;Nontechnical;<=50K
Female;60-79;White;Widowed;Assoc-voc;North America;Government;Technical;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Government;Technical;>50K
*;*;*;*;HS-grad;*;*;*;*
Male;20-39;Black;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;Black;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;0-19;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;<=50K
Male;40-59;Black;Married-civ-spouse;Some-college;North America;Government;Nontechnical;>50K
Female;40-59;White;Divorced;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;Black;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;7th-8th;North America;Non-Government;Technical;>50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Government;Other;>50K
Male;20-39;Black;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Female;40-59;White;Divorced;Bachelors;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Married-civ-spouse;Masters;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Doctorate;North America;Government;Technical;>50K
Female;20-39;Black;Divorced;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
*;*;*;*;Bachelors;*;*;*;*
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;5th-6th;North America;Non-Government;Other;<=50K
Male;20-39;White;Divorced;Some-college;North America;Non-Government;Technical;<=50K
*;*;*;*;Masters;*;*;*;*
Male;20-39;White;Married-civ-spouse;Masters;North America;Non-Government;Technical;>50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Never-married;Masters;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
*;*;*;*;Some-college;*;*;*;*
Female;20-39;White;Divorced;HS-grad;North America;Government;Other;<=50K
Female;0-19;White;Never-married;11th;North America;Non-Government;Nontechnical;<=50K
Male;20-39;Black;Married-civ-spouse;Bachelors;North America;Non-Government;Other;>50K
Male;20-39;White;Divorced;HS-grad;North America;Non-Government;Technical;<=50K
Female;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Female;0-19;White;Never-married;11th;North America;Non-Government;Nontechnical;<=50K
Male;40-59;Black;Married-civ-spouse;HS-grad;North America;Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
*;*;*;*;Some-college;*;*;*;*
*;*;*;*;HS-grad;*;*;*;*
Male;40-59;White;Married-civ-spouse;7th-8th;North America;Non-Government;Technical;>50K
*;*;*;*;Bachelors;*;*;*;*
Female;40-59;White;Divorced;Assoc-acdm;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;Europe;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;10th;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;<=50K
*;*;*;*;HS-grad;*;*;*;*
Male;40-59;Black;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
*;*;*;*;Preschool;*;*;*;*
Female;0-19;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
*;*;*;*;Assoc-voc;*;*;*;*
Female;60-79;White;Divorced;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;Black;Separated;11th;North America;Non-Government;Other;<=50K
Female;40-59;Black;Divorced;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
*;*;*;*;Some-college;*;*;*;*
Male;20-39;White;Never-married;Prof-school;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Government;Other;<=50K
Female;20-39;White;Never-married;Some-college;North America;Government;Other;<=50K
*;*;*;*;Bachelors;*;*;*;*
Male;20-39;White;Married-civ-spouse;Masters;North America;Government;Nontechnical;>50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Female;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Assoc-acdm;North America;Government;Other;<=50K
Male;20-39;White;Divorced;Some-college;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Assoc-acdm;North America;Non-Government;Technical;>50K
Female;40-59;White;Married-civ-spouse;Prof-school;North America;Non-Government;Technical;>50K
Female;40-59;Black;Married-civ-spouse;Bachelors;North America;Non-Government;Other;<=50K
*;*;*;*;10th;*;*;*;*
Male;0-19;White;Never-married;Some-college;North America;Government;Other;<=50K
Male;40-59;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
*;*;*;*;HS-grad;*;*;*;*
Female;0-19;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;White;Separated;HS-grad;North America;Non-Government;Other;<=50K
Female;40-59;White;Widowed;Assoc-voc;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Divorced;7th-8th;North America;Non-Government;Technical;<=50K
Female;20-39;White;Divorced;Bachelors;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;0-19;White;Never-married;11th;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;11th;North America;Non-Government;Technical;<=50K
Male;20-39;Asian-Pac-Islander;Married-civ-spouse;Some-college;Asia;Non-Government;Nontechnical;>50K
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Female;20-39;White;Never-married;Bachelors;North America;Non-Government;Technical;<=50K
Female;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Male;0-19;White;Never-married;9th;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Masters;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;Masters;North America;Government;Technical;<=50K
Female;20-39;White;Divorced;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;Black;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;>50K
Female;20-39;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Female;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;>50K
*;*;*;*;Bachelors;*;*;*;*
Male;40-59;White;Married-civ-spouse;Some-college;North America;Government;Technical;>50K
Female;20-39;Black;Divorced;Assoc-acdm;North America;Non-Government;Nontechnical;<=50K
Female;40-59;White;Divorced;Bachelors;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Masters;North America;Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;Prof-school;North America;Non-Government;Technical;>50K
Male;40-59;White;Divorced;Some-college;North America;Non-Government;Other;<=50K
Female;20-39;White;Never-married;Bachelors;North America;Non-Government;Nontechnical;<=50K
*;*;*;*;7th-8th;*;*;*;*
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;<=50K
Female;20-39;White;Divorced;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Bachelors;North America;Government;Other;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
Female;20-39;Black;Never-married;Bachelors;North America;Non-Government;Technical;<=50K
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;White;Divorced;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Divorced;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Other;>50K
Female;20-39;Asian-Pac-Islander;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
*;*;*;*;Some-college;*;*;*;*
Female;40-59;White;Divorced;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;Assoc-acdm;North America;Non-Government;Technical;<=50K
Female;40-59;White;Never-married;Assoc-acdm;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Assoc-acdm;North America;Non-Government;Other;>50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;>50K
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;20-39;Asian-Pac-Islander;Married-civ-spouse;Masters;Asia;Non-Government;Nontechnical;>50K
*;*;*;*;Bachelors;*;*;*;*
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Male;60-79;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Married-civ-spouse;5th-6th;North America;Non-Government;Technical;<=50K
Female;20-39;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Female;60-79;White;Widowed;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Divorced;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;White;Never-married;11th;North America;Non-Government;Nontechnical;<=50K
Male;60-79;White;Married-civ-spouse;Masters;North America;Non-Government;Technical;<=50K
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Female;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;60-79;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;40-59;Black;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Other;<=50K
Male;40-59;White;Never-married;Assoc-voc;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;10th;North America;Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;0-19;White;Never-married;5th-6th;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Never-married;Masters;North America;Non-Government;Technical;<=50K
Male;0-19;Black;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;Black;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;Assoc-acdm;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Technical;>50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Government;Other;>50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;Black;Never-married;Some-college;North America;Government;Other;<=50K
Male;40-59;White;Never-married;Bachelors;North America;Non-Government;Nontechnical;<=50K
*;*;*;*;Assoc-acdm;*;*;*;*
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;11th;North America;Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Government;Other;>50K
*;*;*;*;11th;*;*;*;*
Male;20-39;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Technical;>50K
Female;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;9th;Europe;Non-Government;Technical;<=50K
Female;20-39;White;Married-civ-spouse;10th;North America;Non-Government;Other;<=50K
Male;60-79;White;Married-civ-spouse;Masters;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Other;<=50K
Male;40-59;White;Divorced;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Married-spouse-absent;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Never-married;Assoc-acdm;North America;Non-Government;Nontechnical;<=50K
Female;40-59;White;Divorced;Bachelors;North America;Non-Government;Nontechnical;>50K
Female;20-39;White;Divorced;HS-grad;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Never-married;Some-college;North America;Government;Other;<=50K
Male;0-19;White;Never-married;11th;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Assoc-voc;North America;Government;Technical;>50K
Male;40-59;Black;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;Black;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Female;0-19;White;Never-married;Some-college;North America;Government;Other;<=50K
Female;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Divorced;Masters;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Divorced;HS-grad;North America;Non-Government;Other;<=50K
Female;40-59;White;Divorced;5th-6th;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Female;40-59;White;Divorced;Some-college;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Married-civ-spouse;Some-college;North America;Government;Other;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Separated;HS-grad;North America;Non-Government;Technical;<=50K
Female;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;>50K
Female;0-19;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Female;0-19;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
